Height,Zenith,analog-p,analog-s,photon-p,photon-s
0.29625,90,5.285786709650582,4.943461743448419,3.02828618968386,0.7986688851913477
0.3,90,5.283714967242096,4.942080581842761,3.02828618968386,0.9650582362728785
0.30375,90,5.28361341124168,4.939805727433445,3.2945091514143092,0.6655574043261231
0.3075,90,5.286274178452579,4.93939950343178,3.227953410981697,0.6655574043261231
0.31125,90,5.287899074459235,4.942202449043261,3.227953410981697,1.064891846921797
0.315,90,5.286741336054492,4.941979025842346,3.2945091514143092,1.1647254575707153
0.31875,90,5.286660091254159,4.9430352082466715,2.961730449251248,0.9317803660565723
0.3225,90,5.285989821651414,4.941958714642263,2.59567387687188,0.8319467554076538
0.32625,90,5.285603908849834,4.943136764247088,2.861896838602329,0.7986688851913477
0.33,90,5.285339863248751,4.9408009762375205,3.3943427620632276,0.7986688851913477
0.33375,90,5.285746087250415,4.940171329034941,3.0948419301164725,0.6988352745424292
0.3375,90,5.286132000051996,4.941613424240849,3.8935108153078204,1.0316139767054908
0.34125,90,5.2869444480553245,4.943563299448835,4.026622296173045,1.1647254575707153
0.345,90,5.287208493656406,4.9429742746464225,3.0948419301164725,0.8985024958402662
0.34875,90,5.288366232061147,4.9427914738456735,2.6289517470881862,0.7986688851913477
0.3525,90,5.287878763259151,4.942568050644759,3.9267886855241265,1.0316139767054908
0.35625,90,5.286558535253744,4.942953963446339,3.46089850249584,0.86522462562396
0.36,90,5.285055506447587,4.942080581842761,3.261231281198003,0.6655574043261231
0.36375,90,5.284405548044925,4.942628984245008,2.6955074875207985,0.4991680532445923
0.3675,90,5.2845274152454245,4.941836847441763,2.4958402662229613,1.098169717138103
0.37125,90,5.286335112052829,4.943380498648086,2.562396006655574,0.7986688851913477
0.375,90,5.2867007136543265,4.941166577839018,2.795341098169717,0.7653910149750416
0.37875,90,5.287228804856489,4.940597864236689,2.59567387687188,0.6988352745424293
0.3825,90,5.2874928504575704,4.943827345049916,2.462562396006655,0.86522462562396
0.38625,90,5.2866397800540765,4.943441432248336,2.8951747088186357,1.1647254575707153
0.39,90,5.286416356853161,4.940719731437188,2.8951747088186357,0.6655574043261231
0.39375,90,5.285319552048669,4.940882221037853,3.0615640599001663,0.7986688851913477
0.3975,90,5.285928888051164,4.939318258631447,3.0948419301164725,1.1980033277870217
0.40125,90,5.287878763259151,4.942933652246256,3.527454242928452,0.9650582362728786
0.405,90,5.286294489652661,4.942933652246256,3.1613976705490847,1.1647254575707153
0.40875,90,5.286558535253743,4.943827345049916,2.995008319467554,0.8319467554076538
0.4125,90,5.286436668053245,4.944213257851497,3.227953410981697,1.1314475873544092
0.41625,90,5.28653822405366,4.942628984245008,2.928452579034942,0.86522462562396
0.42,90,5.286924136855241,4.941593113040765,2.6955074875207985,0.9650582362728785
0.42375,90,5.2871881824563225,4.9427914738456735,2.7953410981697173,0.5657237936772046
0.4275,90,5.286578846453827,4.942527428244592,3.02828618968386,0.6988352745424292
0.43125,90,5.286903825655157,4.943644544249167,2.6955074875207985,0.6655574043261231
0.435,90,5.28564453125,4.94226338264351,2.7620632279534107,0.7653910149750416
0.43875,90,5.284385236844841,4.941979025842346,2.728785357737105,0.9983361064891846
0.4425,90,5.286822580854825,4.94193840344218,2.628951747088186,0.9650582362728785
0.44625,90,5.287147560056156,4.942080581842761,3.3610648918469215,0.6655574043261231
0.45,90,5.286010132851497,4.942466494644343,3.4276206322795337,0.6655574043261231
0.45375,90,5.28513675124792,4.9430961418469215,3.594009983361065,0.9983361064891847
0.4575,90,5.2866397800540765,4.9412884450395165,3.194675540765391,0.6988352745424293
0.46125,90,5.286741336054492,4.941654046641014,3.1613976705490847,0.8985024958402661
0.465,90,5.287838140858985,4.940536930636439,3.693843594009983,0.9317803660565723
0.46875,90,5.287086626455906,4.942710229045341,2.7287853577371046,0.9650582362728785
0.4725,90,5.285400796849002,4.940151017834858,3.1281198003327786,0.8319467554076538
0.47625,90,5.286355423252911,4.941735291441347,3.7271214642262893,1.0316139767054908
0.48,90,5.286781958454659,4.941390001039933,3.3277870216306153,0.8652246256239601
0.48375,90,5.286903825655158,4.9410447106385185,3.227953410981697,0.5990016638935107
0.4875,90,5.285746087250416,4.9404963082362725,3.3943427620632276,0.7986688851913477
0.49125,90,5.284994572847337,4.9427305402454245,3.0615640599001663,0.9650582362728785
0.495,90,5.285867954450914,4.941410312240016,3.1281198003327786,0.6655574043261231
0.49875,90,5.2871881824563225,4.941674357841098,3.1281198003327786,0.7653910149750416
0.5025,90,5.287086626455906,4.940232262635192,3.627287853577371,0.7986688851913477
0.50625,90,5.287594406457986,4.942080581842761,3.261231281198003,0.9983361064891847
0.51,90,5.285807020850665,4.941958714642263,2.6622296173044924,0.8652246256239601
0.51375,90,5.286375734452994,4.942141515443011,3.1613976705490847,0.7986688851913477
0.5175,90,5.286335112052829,4.941511868240433,2.928452579034942,0.86522462562396
0.52125,90,5.286639780054076,4.941410312240016,3.2945091514143092,0.8319467554076538
0.525,90,5.286721024854409,4.941755602641431,4.159733777038269,0.6988352745424292
0.52875,90,5.287208493656406,4.943197697847337,3.3943427620632276,0.7986688851913477
0.5325,90,5.287289738456739,4.940780665037437,3.194675540765391,0.8652246256239601
0.53625,90,5.288020941659734,4.942283693843594,3.1281198003327786,0.9317803660565723
0.54,90,5.286660091254159,4.941735291441347,3.1613976705490847,0.6655574043261231
0.54375,90,5.286964759255408,4.93984634983361,3.46089850249584,0.6655574043261231
0.5475,90,5.285319552048668,4.9406791090370215,3.9267886855241265,0.8319467554076538
0.55125,90,5.28609137765183,4.942344627443843,3.3610648918469215,0.7653910149750416
0.555,90,5.286355423252912,4.941897781042012,2.6289517470881862,0.632279534109817
0.55875,90,5.28653822405366,4.941857158641847,3.1281198003327786,0.7986688851913477
0.5625,90,5.285664842450083,4.9424868058444265,2.961730449251248,0.9983361064891846
0.56625,90,5.285177373648086,4.942953963446339,3.3610648918469215,0.7653910149750416
0.57,90,5.287025692855657,4.94136968983985,3.194675540765391,0.8319467554076538
0.57375,90,5.2879396968594,4.940841598637688,2.5291181364392674,0.6655574043261231
0.5775,90,5.2876147176580695,4.941572801840682,2.7953410981697173,0.5657237936772046
0.58125,90,5.287147560056156,4.941410312240016,2.861896838602329,0.7653910149750416
0.585,90,5.28615231125208,4.940719731437188,3.494176372712146,0.6322795341098169
0.58875,90,5.288081875259984,4.941674357841098,3.960066555740432,0.6988352745424293
0.5925,90,5.288447476861481,4.942141515443011,3.227953410981697,0.5990016638935108
0.59625,90,5.287391294457154,4.9433398762479195,3.0615640599001663,0.4658901830282861
0.6,90,5.2862741784525795,4.940760353837354,3.1613976705490847,0.86522462562396
0.60375,90,5.285096128847753,4.940049461834443,3.227953410981697,0.6988352745424293
0.6075,90,5.28615231125208,4.941755602641431,2.961730449251248,0.6322795341098169
0.61125,90,5.286314800852745,4.941674357841098,3.1281198003327786,0.7321131447587355
0.615,90,5.285746087250415,4.9406791090370215,2.8286189683860234,0.5990016638935107
0.61875,90,5.286558535253743,4.941572801840682,2.8618968386023296,0.5657237936772046
0.6225,90,5.2868835144550745,4.940983777038269,3.7936772046589016,1.1314475873544092
0.62625,90,5.286802269654741,4.9427914738456735,3.0615640599001663,1.0316139767054908
0.63,90,5.286985070455491,4.942304005043677,2.961730449251248,0.86522462562396
0.63375,90,5.287756896058652,4.941532179440516,3.194675540765391,0.5657237936772046
0.6375,90,5.286842892054908,4.939419814631863,3.1281198003327786,0.9317803660565723
0.64125,90,5.284913328047004,4.941450934640183,3.02828618968386,0.7653910149750416
0.645,90,5.285360174448835,4.94035412983569,3.194675540765391,0.7986688851913477
0.64875,90,5.288163120060316,4.9405572418365225,3.1281198003327786,0.5324459234608985
0.6525,90,5.286903825655158,4.942060270642679,3.02828618968386,0.9983361064891847
0.65625,90,5.285603908849833,4.941674357841098,3.1613976705490847,0.8985024958402661
0.66,90,5.286172622452163,4.939602615432612,3.660565723793677,0.7653910149750416
0.66375,90,5.287147560056156,4.94226338264351,2.928452579034942,0.9317803660565724
0.6675,90,5.287411605657238,4.941105644238768,3.3943427620632276,0.5657237936772046
0.67125,90,5.286233556052412,4.9409228434380195,2.995008319467554,0.86522462562396
0.675,90,5.286416356853161,4.94136968983985,2.6955074875207985,0.6988352745424292
0.67875,90,5.286274178452579,4.940719731437188,3.194675540765391,0.7321131447587353
0.6825,90,5.287167871256239,4.940841598637687,2.961730449251248,1.064891846921797
0.68625,90,5.286375734452994,4.942933652246255,2.2961730449251245,1.064891846921797
0.69,90,5.285380485648918,4.940699420237104,2.6955074875207985,0.7321131447587355
0.69375,90,5.286416356853161,4.941125955438851,3.3610648918469215,0.9983361064891847
0.6975,90,5.2865179128535775,4.938566744228369,2.8951747088186353,0.7321131447587355
0.70125,90,5.286578846453827,4.940983777038269,2.8286189683860234,0.5657237936772046
0.705,90,5.2862741784525795,4.940293196235441,3.5940099833610644,0.7986688851913477
0.70875,90,5.286781958454659,4.9425477394446755,2.6622296173044924,0.9650582362728785
0.7125,90,5.287675651258319,4.940658797836938,2.695507487520799,0.6988352745424293
0.71625,90,5.287228804856489,4.940394752235857,2.7287853577371046,0.9650582362728786
0.72,90,5.2869444480553245,4.940049461834443,2.59567387687188,0.8985024958402662
0.72375,90,5.28564453125,4.940394752235857,2.5956738768718797,0.86522462562396
0.7275,90,5.285705464850249,4.94035412983569,3.693843594009983,0.7653910149750416
0.73125,90,5.287147560056156,4.941633735440932,2.8951747088186353,0.9650582362728786
0.735,90,5.286721024854409,4.941268133839434,3.5607321131447587,0.7986688851913477
0.73875,90,5.287086626455906,4.940435374636023,3.46089850249584,0.5990016638935107
0.7425,90,5.286863203254992,4.9382620762271205,2.928452579034942,0.8319467554076538
0.74625,90,5.285766398450499,4.941125955438851,3.8935108153078204,0.8985024958402662
0.75,90,5.286213244852329,4.93984634983361,3.8602329450915143,1.064891846921797
0.75375,90,5.286050755251663,4.940293196235441,3.3610648918469215,1.064891846921797
0.7575,90,5.286639780054076,4.939643237832779,3.227953410981697,0.7321131447587355
0.76125,90,5.286335112052829,4.94047599703619,2.8951747088186357,0.9650582362728785
0.765,90,5.28755378405782,4.93939950343178,2.995008319467554,0.7321131447587355
0.76875,90,5.285989821651414,4.941755602641431,2.5623960066555735,1.064891846921797
0.7725,90,5.286213244852329,4.941125955438851,2.828618968386023,0.7986688851913477
0.77625,90,5.28755378405782,4.941125955438852,2.59567387687188,0.5990016638935107
0.78,90,5.2871881824563225,4.9406791090370215,3.1613976705490847,0.6988352745424293
0.78375,90,5.286192933652246,4.940211951435108,2.5291181364392674,0.6988352745424293
0.7875,90,5.2869444480553245,4.938749545029118,3.3277870216306153,0.49916805324459235
0.79125,90,5.286172622452163,4.94238524984401,3.0948419301164725,0.8319467554076538
0.795,90,5.28653822405366,4.940699420237104,2.362728785357737,1.064891846921797
0.79875,90,5.284446170445092,4.941552490640599,3.494176372712146,0.6655574043261231
0.8025,90,5.284425859245008,4.940252573835274,3.2945091514143092,0.7321131447587355
0.80625,90,5.287411605657238,4.941511868240433,2.7620632279534107,0.9983361064891846
0.81,90,5.287025692855657,4.941471245840265,3.594009983361065,1.098169717138103
0.81375,90,5.286335112052829,4.940455685836106,3.1613976705490847,1.0316139767054908
0.8175,90,5.28603044405158,4.939115146630615,3.194675540765391,0.6322795341098169
0.82125,90,5.285867954450914,4.941654046641014,3.7936772046589016,0.7653910149750416
0.825,90,5.2855226640495,4.9406181754367715,2.6289517470881862,0.7653910149750416
0.82875,90,5.286802269654742,4.941105644238768,2.8951747088186353,0.8319467554076538
0.8325,90,5.287513161657653,4.93946043703203,2.8951747088186357,0.9650582362728785
0.83625,90,5.286335112052829,4.940821287437604,3.660565723793677,0.8319467554076538
0.84,90,5.286274178452579,4.941532179440515,3.9600665557404326,0.5990016638935108
0.84375,90,5.2869444480553245,4.9401916402350246,2.995008319467554,0.7321131447587353
0.8475,90,5.2856851536501654,4.938302698627288,3.194675540765391,0.8319467554076538
0.85125,90,5.286416356853161,4.940638486636855,3.02828618968386,0.6988352745424293
0.855,90,5.2876147176580695,4.941349378639767,3.194675540765391,0.8319467554076538
0.85875,90,5.28755378405782,4.9408009762375205,2.795341098169717,0.4658901830282861
0.8625,90,5.28615231125208,4.940455685836106,3.5274542429284526,0.49916805324459235
0.86625,90,5.284953950447171,4.940658797836939,2.928452579034942,0.5324459234608985
0.87,90,5.284994572847337,4.9399479058340265,2.7953410981697173,0.7653910149750416
0.87375,90,5.285400796849001,4.940272885035357,3.6272878535773705,0.8319467554076538
0.8775,90,5.286863203254992,4.939358881031613,3.02828618968386,1.0316139767054908
0.88125,90,5.2876147176580695,4.941146266638935,1.963394342762063,0.6322795341098169
0.885,90,5.2862741784525795,4.940049461834442,2.762063227953411,0.7321131447587355
0.88875,90,5.28653822405366,4.9400697730345255,3.3610648918469215,0.5990016638935107
0.8925,90,5.28755378405782,4.940740042637271,2.7953410981697173,0.7986688851913477
0.89625,90,5.286842892054908,4.9413087562396,2.828618968386023,1.064891846921797
0.9,90,5.286822580854825,4.94035412983569,3.1613976705490847,0.8985024958402662
0.90375,90,5.286497601653494,4.9410447106385185,3.3610648918469215,1.064891846921797
0.9075,90,5.2871881824563225,4.940882221037853,3.0615640599001663,0.8319467554076538
0.91125,90,5.2867616472545755,4.941390001039933,2.3294509151414307,0.6655574043261231
0.915,90,5.286863203254992,4.941775913841514,2.8951747088186357,0.8319467554076538
0.91875,90,5.287960008059484,4.941735291441347,2.6289517470881862,0.86522462562396
0.9225,90,5.285766398450499,4.941166577839018,2.928452579034942,1.0316139767054908
0.92625,90,5.286274178452579,4.942689917845257,2.928452579034942,0.7986688851913477
0.93,90,5.285847643250832,4.9412884450395165,2.8951747088186353,0.7986688851913477
0.93375,90,5.285786709650582,4.941105644238769,3.1613976705490847,0.6988352745424292
0.9375,90,5.28755378405782,4.940049461834442,3.3943427620632276,0.8319467554076538
0.94125,90,5.287635028858153,4.941247822639351,3.8269550748752077,0.9650582362728786
0.945,90,5.287899074459235,4.9399479058340265,3.1613976705490847,0.86522462562396
0.94875,90,5.288467788061563,4.939683860232945,2.6622296173044924,0.632279534109817
0.9525,90,5.2874319168573205,4.9409228434380195,3.3943427620632276,0.7321131447587355
0.95625,90,5.285400796849002,4.94136968983985,3.1613976705490847,0.7986688851913477
0.96,90,5.286050755251663,4.939338569831531,3.0615640599001663,0.8985024958402661
0.96375,90,5.287594406457986,4.941836847441763,3.227953410981697,0.9317803660565723
0.9675,90,5.287350672056988,4.941349378639767,2.5623960066555735,0.7986688851913477
0.97125,90,5.286863203254992,4.939419814631863,3.1281198003327786,0.7653910149750416
0.975,90,5.286660091254159,4.93984634983361,3.02828618968386,1.1980033277870215
0.97875,90,5.286253867252496,4.941146266638935,2.828618968386023,0.6655574043261231
0.9825,90,5.285989821651414,4.940699420237104,3.1613976705490847,0.5990016638935107
0.98625,90,5.287574095257903,4.942141515443012,2.8618968386023296,0.7986688851913477
0.99,90,5.287350672056988,4.939541681832363,3.02828618968386,0.9317803660565723
0.99375,90,5.28722880485649,4.941085333038686,3.194675540765391,0.9983361064891847
0.9975,90,5.286863203254992,4.941552490640599,3.1613976705490847,0.9983361064891846
1.00125,90,5.28603044405158,4.941349378639767,3.494176372712146,0.8319467554076538
1.005,90,5.285319552048668,4.941146266638935,3.3610648918469215,0.7653910149750416
1.00875,90,5.28659915765391,4.940740042637271,3.194675540765391,1.064891846921797
1.0125,90,5.288264676060733,4.94035412983569,2.795341098169717,0.6988352745424292
1.01625,90,5.288284987260814,4.94226338264351,2.928452579034942,0.43261231281198
1.02,90,5.286497601653494,4.939622926632696,3.1281198003327786,0.9650582362728786
1.02375,90,5.285766398450499,4.940455685836106,3.860232945091514,1.064891846921797
1.0275,90,5.287655340058236,4.9399479058340265,3.1613976705490847,0.8985024958402662
1.03125,90,5.2874928504575704,4.9399479058340265,2.2961730449251245,0.86522462562396
1.035,90,5.287777207258735,4.939094835430533,2.7953410981697173,1.064891846921797
1.03875,90,5.287086626455906,4.941654046641014,2.59567387687188,1.1647254575707153
1.0425,90,5.288020941659733,4.941186889039101,2.5291181364392674,0.8319467554076538
1.04625,90,5.287228804856489,4.9408619098377695,3.693843594009983,0.8319467554076538
1.05,90,5.286132000051996,4.9406181754367715,3.3943427620632276,0.9983361064891847
1.05375,90,5.2870053816555735,4.93996821703411,2.6622296173044924,0.7653910149750416
1.0575,90,5.287391294457155,4.939196391430949,3.0615640599001663,0.6988352745424292
1.06125,90,5.286274178452579,4.940293196235441,2.961730449251248,0.8319467554076538
1.065,90,5.2867007136543265,4.939277636231281,2.928452579034942,1.1314475873544092
1.06875,90,5.2865179128535775,4.940577553036605,2.6289517470881862,0.8985024958402661
1.0725,90,5.286436668053245,4.939419814631863,2.7287853577371046,0.9650582362728786
1.07625,90,5.287370983257071,4.941349378639767,3.4608985024958403,0.8319467554076538
1.08,90,5.287513161657653,4.9402525738352745,3.3610648918469215,0.7653910149750416
1.08375,90,5.286822580854825,4.938912034629784,3.2945091514143092,0.7653910149750416
1.0875,90,5.2868835144550745,4.937632429024543,3.5607321131447587,0.86522462562396
1.09125,90,5.286416356853161,4.941227511439267,3.527454242928452,0.86522462562396
1.095,90,5.286456979253328,4.941450934640183,3.1613976705490847,0.7986688851913477
1.09875,90,5.285847643250832,4.9410447106385185,3.194675540765391,0.9650582362728786
1.1025,90,5.287269427256655,4.941186889039101,2.562396006655574,1.0316139767054908
1.10625,90,5.287025692855657,4.941958714642262,3.0948419301164725,0.9317803660565723
1.11,90,5.287594406457986,4.941390001039933,3.9933444259567388,0.7321131447587353
1.11375,90,5.287370983257071,4.9401307066347755,3.5607321131447582,0.9317803660565723
1.1175,90,5.28603044405158,4.939805727433444,3.693843594009983,0.632279534109817
1.12125,90,5.2874319168573205,4.94238524984401,3.527454242928452,0.6655574043261231
1.125,90,5.28647729045341,4.94047599703619,2.7287853577371046,0.9650582362728785
1.12875,90,5.287391294457155,4.940394752235857,3.46089850249584,0.9317803660565723
1.1325,90,5.288203742460483,4.938587055428452,3.0615640599001663,0.6988352745424292
1.13625,90,5.285482041649335,4.9388917234297,3.4276206322795337,0.7321131447587355
1.14,90,5.285624220049916,4.939541681832362,3.527454242928452,0.8319467554076538
1.14375,90,5.285055506447588,4.940333818635607,3.194675540765391,0.8985024958402661
1.1475,90,5.28653822405366,4.939826038633527,3.2945091514143092,0.7653910149750416
1.15125,90,5.287655340058236,4.940841598637687,3.1281198003327786,0.8985024958402661
1.155,90,5.287472539257487,4.940516619436355,3.0615640599001663,0.9650582362728785
1.15875,90,5.287350672056988,4.941735291441347,2.8618968386023296,0.6655574043261231
1.1625,90,5.287330360856904,4.93946043703203,3.3610648918469215,0.6988352745424292
1.16625,90,5.285542975249584,4.9400697730345255,3.6272878535773705,0.7653910149750416
1.17,90,5.285664842450083,4.9414306234401,3.02828618968386,0.8319467554076538
1.17375,90,5.28710693765599,4.940963465838186,2.462562396006655,0.6988352745424292
1.1775,90,5.28647729045341,4.940983777038269,2.8286189683860234,0.7321131447587353
1.18125,90,5.287533472857737,4.941897781042013,2.928452579034942,0.5990016638935107
1.185,90,5.28755378405782,4.941065021838602,3.1613976705490847,0.7321131447587355
1.18875,90,5.285867954450914,4.940171329034941,3.4276206322795337,1.064891846921797
1.1925,90,5.285827332050748,4.939541681832363,3.527454242928452,0.7321131447587355
1.19625,90,5.286132000051996,4.942750851445507,3.3943427620632276,0.5657237936772046
1.2,90,5.28647729045341,4.9401916402350246,3.1281198003327786,0.6655574043261231
1.20375,90,5.287960008059484,4.939622926632696,3.0948419301164725,0.5324459234608985
1.2075,90,5.286172622452163,4.939561993032445,3.494176372712146,0.7986688851913477
1.21125,90,5.285502352849417,4.941207200239184,2.7287853577371046,1.1647254575707153
1.215,90,5.286497601653494,4.940983777038269,3.227953410981697,0.7653910149750416
1.21875,90,5.285969510451331,4.9412884450395165,2.795341098169717,0.9983361064891847
1.2225,90,5.286558535253743,4.939541681832363,2.4292845257903495,0.5324459234608985
1.22625,90,5.285705464850249,4.940455685836106,2.1630615640599,0.5324459234608985
1.23,90,5.286396045653078,4.9401307066347755,3.1613976705490847,0.6655574043261231
1.23375,90,5.286863203254992,4.940293196235441,2.695507487520799,0.7653910149750416
1.2375,90,5.285116440047837,4.941796225041597,2.995008319467554,1.1314475873544092
1.24125,90,5.285746087250415,4.942689917845257,2.8618968386023296,1.098169717138103
1.245,90,5.28647729045341,4.939886972233777,3.1613976705490847,0.86522462562396
1.24875,90,5.285949199251247,4.939785416233361,2.8286189683860234,0.9983361064891847
1.2525,90,5.286436668053245,4.940008839434276,3.826955074875208,1.0316139767054908
1.25625,90,5.285177373648086,4.941390001039933,3.1281198003327786,1.098169717138103
1.26,90,5.284994572847338,4.941207200239185,2.928452579034942,0.5657237936772046
1.26375,90,5.286192933652246,4.93996821703411,3.02828618968386,0.8319467554076538
1.2675,90,5.286132000051996,4.9413087562396,3.826955074875208,0.7986688851913477
1.27125,90,5.287655340058236,4.940780665037438,3.5607321131447582,0.7653910149750416
1.275,90,5.288325609660982,4.939683860232945,3.227953410981697,0.7321131447587353
1.27875,90,5.28653822405366,4.941410312240016,3.4276206322795337,0.6655574043261231
1.2825,90,5.286253867252496,4.9406181754367715,2.7287853577371046,0.9650582362728785
1.28625,90,5.287350672056988,4.94226338264351,2.562396006655574,0.9317803660565722
1.29,90,5.285746087250415,4.93952137063228,2.8286189683860234,0.7986688851913477
